9516 27297
1960 1112 -955
4719 6194 744
8267 3922 46
8325 4997 -238
9357 1744 -282
9103 6499 499
7042 8904 -238
9218 7215 -114
8965 9001 -988
5092 937 748
7258 4233 -524
8246 5533 -1
2971 6068 -457
7393 3492 -988
4952 2557 -675
3643 7470 201
4347 6970 -775
7442 4216 176
9263 5483 -562
4661 2984 -833
2127 3436 -34
5289 9029 898
4371 1792 581
1362 4584 -631
6204 6478 978
126 2197 -896
7787 4338 503
2523 666 -541
2106 7957 712
3278 1144 -698
9084 6448 -61
3149 5966 75
7790 6427 -694
1165 6531 4
2773 6273 0
501 5972 417
2908 5731 -202
2269 6776 276
2281 7387 -174
5622 9266 -454
1184 74 246
2854 8002 -636
2969 2720 77
8431 5565 78
1334 4807 -68
9028 654 -226
5725 4612 -110
1181 9016 47
8742 1669 704
3051 165 -767
3676 3020 -709
1206 7338 -815
3384 7191 554
2455 7580 214
1035 8107 896
3030 3497 -790
6429 4790 -523
3192 3010 -984
1503 6067 704
5507 7973 815
3660 9336 456
8457 8884 761
7488 9248 156
947 6869 -973
3187 1262 256
3358 4455 -706
2782 1552 -672
5534 3324 -779
3562 3636 988
2562 5836 -460
4703 3629 237
3414 5705 294
1145 1742 -581
9302 6783 62
7056 5041 248
323 1559 820
757 3655 836
1571 5809 816
5090 511 106
3665 4646 48
193 2948 -154
5451 8329 559
2692 8692 67
1579 9300 -722
8381 6801 446
7127 5316 -782
6644 410 885
1708 4490 906
2475 2455 -613
9471 6053 706
8476 4926 330
7494 6800 -953
3403 6685 -731
3818 979 975
7084 3952 -121
3270 6079 926
1305 566 569
849 7696 -754
3832 5865 -152
984 419 876
7246 3200 -483
3280 178 511
6678 4234 -446
1902 6255 -153
2108 8983 -234
5103 8359 15
168 7240 -133
4987 5892 -272
1393 108 406
6410 236 -389
6488 384 47
3774 7044 818
668 7921 689
5899 2295 681
7578 6782 466
2219 8039 -608
510 8972 169
1566 2476 830
1793 5422 91
9199 6317 991
8614 9059 682
9267 3618 603
5391 5036 -935
5948 4521 758
3561 5637 -235
4734 1038 -930
7057 4636 565
2601 2535 732
2844 2616 109
1174 6900 -290
3911 7557 45
8538 4881 -34
6020 6845 225
6275 6626 370
219 2115 711
4469 3016 -574
2051 6117 711
4788 9409 -707
7217 6823 887
4308 8255 811
6708 3564 -657
8662 1055 -250
2050 4813 839
3281 2190 146
8641 8707 217
5165 5588 656
963 2387 -664
5692 1316 -254
101 3998 -965
4445 4330 953
5359 1958 -439
8827 4915 192
6060 2834 727
1789 7506 -433
28 82 -283
3846 5443 499
3126 8980 392
226 2559 561
2674 1997 102
5341 9387 755
5907 5785 48
546 4447 39
2979 2340 -202
1642 5897 -671
153 1798 -919
8653 3376 -662
3352 7374 -458
1466 6795 74
9456 3018 -571
412 5238 613
6670 1938 234
3665 4184 546
986 3166 992
382 9060 699
6831 1704 905
5137 3277 -503
2557 532 912
4363 3910 -655
7027 964 176
2889 2677 539
5896 3411 769
2616 3045 405
769 6551 13
8475 5181 -114
3258 1329 515
4369 1151 -561
6281 1632 297
3076 5816 -967
3602 627 646
2360 3310 245
420 1109 -61
3574 9503 -341
8658 4023 972
6808 7800 -263
4701 9242 967
7672 5101 838
2933 5169 -869
8261 5308 738
8492 8013 34
1414 341 -501
3797 7859 270
1795 9037 463
5443 8607 829
5827 8604 -608
1734 5297 393
981 1492 790
871 7042 -724
5392 979 -61
4554 4262 611
36 1201 -946
5469 4956 147
7629 2315 849
820 2145 195
5973 6004 908
4478 2957 -853
1841 9021 424
1032 4502 129
6845 1951 -401
2956 8125 -406
6020 132 -393
759 3584 952
658 4860 298
6885 7976 -940
9234 7490 -955
1983 8815 917
7599 3473 -951
5221 8787 573
7299 4896 149
5146 4918 773
457 2581 452
6694 5654 168
3305 5847 -834
3476 6522 -285
3949 5576 -747
5950 6756 399
8040 1325 -797
7476 8919 -234
7258 5304 -182
172 6134 -267
4254 9393 -202
723 4608 -615
908 5076 631
944 5110 -822
7872 5135 948
7665 8057 -925
5644 1563 661
6502 5854 -379
3381 4389 -22
4430 307 146
4013 6612 531
5176 6946 -858
8359 3649 37
4767 8477 274
7621 3629 -459
8614 1119 448
2158 6262 826
7114 8257 950
2991 147 -384
3491 48 -731
3490 8060 827
8244 2439 -411
2732 7294 41
4082 1069 -581
4570 4581 428
8270 1163 995
7161 3270 838
2457 780 -354
3418 8324 998
2147 8642 967
4139 3960 -206
7168 9459 371
4093 7179 963
5759 1499 675
8574 3079 -814
6369 7775 -790
7115 2185 387
6800 3621 -436
4897 9268 -276
8881 5991 -559
7677 9212 -694
3276 2009 337
5755 3235 -950
6832 7609 -531
5423 8052 -652
8417 2347 772
7021 4251 -876
75 7370 -41
7256 2027 -586
8341 395 754
703 5657 968
1611 6953 790
8958 3197 -781
2913 1122 271
76 6981 397
8260 1402 -466
2887 7374 301
7086 3869 -102
791 1825 -400
1291 3283 -229
5440 6185 -141
8764 3985 282
1060 3883 911
1791 1484 250
5626 2043 -84
6584 7409 974
8049 7701 -232
6007 4906 810
2967 4011 -70
1837 2370 -32
1927 9120 -481
4157 1632 262
3747 3531 290
4872 1686 -477
7714 8199 -57
8527 2809 253
7154 3658 270
662 1042 -768
7109 4792 -122
7913 8283 -598
9449 8588 -294
6684 8567 218
6008 4935 177
1994 5980 390
5064 1304 682
4002 9117 373
100 6056 -507
1304 699 854
1474 3107 207
4262 8721 -656
4666 1354 -189
5777 6624 581
628 6321 -103
3569 1419 -239
2759 2039 517
3103 275 -134
3513 9256 355
8928 9505 628
8095 6034 373
4360 4029 980
9482 6185 -946
7046 8233 76
1297 2879 -913
7065 8689 -590
60 3069 573
3631 1578 149
5887 4396 118
3778 281 186
8613 4163 704
1148 4278 -127
3500 7296 -339
9108 6326 564
6934 7199 -565
2816 8570 -108
7587 2900 60
5556 4005 -766
2537 4611 -893
1759 5140 -111
500 4928 -456
4735 2757 468
4121 40 547
2853 5442 -728
7893 5454 24
7328 367 -594
5810 8467 -141
2001 2435 -845
8026 1159 -133
6212 8859 971
2916 7031 872
7289 9074 -211
8607 5068 364
4483 570 -774
8616 4370 84
4755 3803 -6
8566 3765 -256
6747 6785 280
5867 6912 -884
7006 4679 -929
8592 4824 411
6171 3021 515
1472 2699 -107
8330 6160 -448
8698 314 -397
2086 2153 78
7986 4973 -67
6743 4112 702
5653 4431 -514
4370 7618 -347
4474 659 462
3881 1128 979
2371 219 -898
9161 6113 -126
4665 6701 -651
3093 6961 883
7136 3034 -475
7109 1573 -582
7394 3349 573
7702 185 -921
1469 8250 -370
4608 5988 89
3363 7606 -369
406 2028 -181
4867 7676 -474
700 5767 319
2862 252 -555
8242 7158 -584
7911 9474 -571
4067 2010 512
8949 9105 82
2381 2628 -241
7635 6856 222
2748 3943 110
4472 3016 853
3687 7370 -396
1715 2378 -83
5978 6755 359
634 4062 38
1206 7419 219
3229 8445 -6
7025 479 -799
8447 8130 -922
8713 6320 110
6623 8268 -25
8695 1627 -18
4320 4430 -618
5475 4168 -361
6883 5485 -656
8884 5707 254
4596 4609 355
6797 439 -650
5428 6113 268
5575 726 -811
6869 967 370
2714 2783 -662
9136 3429 -11
1269 9461 532
5536 7276 905
6166 115 -959
1507 4710 378
5220 2364 -61
4098 7508 619
208 3754 -111
6076 5509 -882
6617 505 -194
1987 5477 262
3194 1982 -755
8335 4638 972
3944 600 -677
2631 5915 -209
4840 7496 -34
2311 8019 -421
8198 7039 202
15 3770 347
3640 3464 -506
6236 3105 160
4183 4078 115
8874 1760 -296
157 1661 938
1534 2047 165
1374 8059 614
3076 9023 512
6735 9247 -485
8212 3055 895
2092 7078 -61
1883 8448 -743
5194 3744 -480
4463 2480 987
3108 875 -400
364 5486 609
5461 5828 409
9427 1172 838
2803 4850 411
2502 5102 -810
3896 5147 938
1926 3781 -213
7319 2904 152
6626 928 -73
4774 1193 474
1171 4227 126
9238 7847 -226
7026 160 -543
3052 7357 -973
8394 3434 -582
7487 3568 -551
2366 7138 364
8053 5146 266
622 4286 -750
1661 816 -239
1002 4795 54
779 4670 -272
3066 1030 -494
7022 4979 217
6568 1653 321
3132 8801 436
4098 3670 892
7817 3963 -873
6333 2397 530
8277 7376 -955
3198 4344 -646
3328 2188 93
3921 1169 312
3747 5815 -851
1385 8545 -388
8514 54 115
9216 7559 -193
3021 9292 346
7860 5522 95
4644 3016 -201
1855 309 270
3203 6528 657
8100 313 81
1809 6692 -260
668 900 -476
1602 8199 286
659 9172 399
7110 6382 161
6558 1625 55
2319 4665 -17
1441 4031 -552
6749 423 997
5485 8298 -895
526 8170 992
9167 1230 -464
1216 9089 -710
6612 1814 -143
4628 3590 -426
6937 1965 881
391 2620 -328
5747 5276 851
1081 4618 -850
1399 2141 -188
216 4292 -333
8292 6647 -265
4555 8911 -925
7499 8757 79
3198 7871 -688
3358 5854 -224
2105 1756 -60
7050 8986 917
7727 5810 -875
5319 4351 -920
7195 8091 -175
2642 3269 -947
7737 5661 -961
1023 8125 608
2152 3628 504
8347 6588 -964
2585 3112 -394
6843 2841 703
5738 2922 -461
6052 7561 -732
1818 3210 543
122 7839 745
8462 3535 -525
5579 1653 -483
6184 6975 -298
4284 6322 -747
8240 5743 649
9001 5028 -162
575 8888 -190
813 4948 761
386 2573 680
6224 6191 -272
6237 48 -438
5419 5603 -128
9449 9444 -538
6130 6202 284
2805 8053 437
4654 6729 -840
8716 7472 -584
3894 6694 -502
4459 5266 -952
1036 9072 -446
5391 2603 539
6673 3415 -871
6371 6222 -802
4127 5662 -32
838 3948 52
8403 6148 912
6974 1486 -528
6350 6933 -157
4989 7325 818
2425 9308 193
8702 8689 -240
882 7705 -203
5595 8120 -70
4674 471 474
8892 6850 -621
7786 8240 255
4086 4840 -287
5273 7830 254
5236 4262 756
5533 2906 -927
1733 5166 -919
5634 5943 515
8573 2178 -276
5421 6086 160
8546 7600 -238
8221 2031 352
4396 5903 -938
1115 8726 293
7486 2822 -269
8698 3865 361
2073 7696 -223
860 1150 -299
3630 2376 -561
4155 9446 613
430 3102 732
3626 976 -831
4771 2370 -819
6776 5326 470
871 3092 -991
1417 1765 564
91 4221 -953
4932 8978 -25
7076 5482 -962
2732 5667 580
5678 1371 487
4978 3469 137
2728 3679 -835
415 287 432
8921 4935 -163
874 2840 -357
1421 4398 707
4632 1557 -737
8276 1245 -208
5942 9440 -352
8592 414 24
1701 6163 -31
5441 3666 833
6450 7503 -955
4455 7988 -103
3343 6507 -755
4613 751 -782
1235 6158 -860
1781 3150 -976
369 5931 -825
6464 8023 193
4180 2269 -82
7207 5383 106
5890 1500 -677
8616 35 19
942 793 -168
2355 6437 96
6019 4434 834
3523 7479 754
5541 1238 -278
6798 6873 -222
6577 6395 468
9463 7950 50
2285 3010 -26
5064 3801 677
4852 4963 292
3197 284 911
7741 3743 -911
6716 4648 -697
2847 1313 65
7278 461 154
394 7623 -967
8709 7150 -98
2271 4241 232
3189 2094 -369
4402 3060 979
3196 4307 890
4097 1924 -210
1473 2605 246
4461 2388 -558
1811 1401 -55
6960 7070 -14
6156 5888 583
7638 8097 136
726 1239 -858
3320 296 -617
6969 3336 -176
8369 8505 393
702 2393 935
7340 1925 424
1271 2365 -348
5438 5380 311
3373 3263 -328
2988 2389 -835
792 7852 -281
5124 7505 -934
1039 2193 -5
5522 8313 -69
7249 6213 867
1852 7947 938
771 7538 573
5327 7864 -420
4993 7350 -405
3166 1621 -317
9118 6566 -840
2227 8484 -122
2165 3053 392
3711 4000 590
6998 2447 438
3095 8504 698
7494 1389 -841
2788 8143 195
7208 489 614
6739 3434 731
6074 4095 -413
9154 4065 -711
4928 7268 873
567 5666 -446
6522 8970 154
8561 6376 -924
6152 2474 868
788 8354 689
4974 296 -342
486 4216 231
1673 8891 140
6813 5113 207
3990 1329 -11
8421 8061 -506
7055 596 -933
8648 2381 -37
2337 8446 -62
3860 8434 799
6164 3435 190
4390 5262 458
5860 3212 354
3572 4788 -313
6093 7788 -448
2283 8821 66
4237 6815 72
4866 6979 866
9515 1668 -960
5173 7198 62
7008 2299 -881
6777 3065 -78
5395 1434 568
8317 5036 -709
8562 2101 -707
6807 977 -123
1160 3955 -954
4856 6152 814
6267 4355 181
568 2785 -177
839 2134 631
8878 9161 911
691 8198 -117
7424 3550 -788
2620 5567 574
6817 9012 644
7383 7967 -192
6758 9115 371
3352 6903 -661
351 4712 -848
5066 6784 97
1763 1364 -32
4078 2656 -483
6209 2132 749
4177 1625 459
1443 2375 753
7123 9263 -777
4378 6443 -515
7429 9354 596
712 675 -406
8252 2299 953
207 1126 -641
2729 1362 -43
7999 276 -879
6603 9029 31
2317 6143 227
9177 7769 275
833 452 47
2744 2460 486
4430 9462 -566
1832 8858 919
3868 872 914
5639 4122 889
2838 2902 -128
5885 2699 549
5089 411 18
4401 4016 520
9457 6935 50
4305 5237 641
1825 3378 930
8140 7285 -610
3240 8071 -101
8379 6723 -674
6988 1005 -541
6529 8571 -530
919 3479 470
6465 3098 302
4602 9322 222
4154 4103 -509
8003 8328 912
5862 1613 -55
9126 8963 433
7676 5925 -282
1145 4764 877
2869 8705 -284
1235 9182 -1000
4192 3738 -422
8038 3095 -582
6741 3469 -206
2536 2692 577
557 5582 -660
8573 6487 445
8228 3422 198
7745 3481 40
3198 3391 -932
4476 1108 308
7346 3897 552
538 4786 832
7887 8549 -121
7558 748 691
927 7273 -946
6481 4992 -554
2111 69 -89
9432 4567 969
2356 7719 52
8493 6604 599
3660 1327 814
5314 9321 -244
2543 5366 -845
4261 1060 -273
4236 2780 294
2370 3466 -828
1505 6931 -94
1465 5630 -720
3845 6524 372
3386 6262 -409
8160 8086 -725
6903 7087 275
32 858 -716
3485 1974 868
3952 8694 779
7828 6021 720
8738 2395 -498
5455 1131 768
5746 4776 625
8698 7935 -930
804 3755 480
770 846 -736
856 5206 603
3283 9364 615
4236 2777 450
592 7118 787
4762 6083 -935
1748 2158 -990
7756 3188 805
4581 6752 294
6637 8859 -206
681 4977 -774
5332 4737 106
7852 7921 -673
8163 5897 463
1021 9197 -16
4654 548 65
264 8832 335
5419 2031 646
8709 7841 -354
9158 772 -719
4705 6228 -369
2231 7999 796
1767 2821 -493
5998 7783 886
5008 3366 702
8843 9210 -246
6097 2211 542
5702 4931 -465
211 2553 957
3693 4402 -438
6295 6165 -374
4033 3154 -948
8874 7548 -336
1786 3586 788
2047 8242 906
8523 7854 -997
1180 5436 971
8178 4852 -294
7170 458 890
1119 3645 -988
419 2094 -571
448 6514 942
1316 9049 835
531 5115 498
32 7462 623
4261 6661 4
5085 3340 51
7443 111 838
9134 2812 -492
4997 2386 -348
9042 1761 717
7158 6256 760
5813 1621 197
7182 5834 -578
8027 6082 602
3650 9391 123
3812 2602 -493
3895 4287 589
4017 6319 -328
6060 4849 -636
880 3443 -783
3567 6210 561
3440 6044 382
7536 4244 -730
281 2749 -925
6426 7572 992
164 601 578
2684 4847 387
4735 3507 669
6127 6137 560
3610 5954 -195
8360 9137 27
254 2047 173
2570 6043 682
3747 4876 -873
645 2327 -480
3158 7606 -474
3553 9352 -679
2045 4213 715
5134 8326 -574
1908 8236 833
3172 3592 432
6457 1741 -270
9065 4218 -150
5940 8214 807
1333 5558 701
3048 2723 320
331 5871 220
6855 8133 471
1053 4970 -909
2396 2603 -308
396 6742 79
398 8730 661
6310 5546 131
739 7359 503
7864 3089 852
7386 5547 -347
5704 6253 -740
9412 2337 -550
5208 6599 -608
5678 5625 913
9066 3863 450
7833 5850 -799
3514 1057 792
7934 2504 -934
8799 5423 162
4891 7729 981
5904 4115 490
6393 4071 244
6920 6978 685
5616 2035 697
347 8530 194
2220 9135 143
3239 954 292
5465 579 535
3163 5459 727
8073 9142 913
4334 9018 646
3474 614 321
5134 3233 -880
6553 938 -824
2818 1033 556
3428 5985 -825
3496 3857 141
1541 3536 31
1809 8836 253
444 2970 527
1132 7183 -439
7905 44 391
5417 5732 -332
4606 21 607
8560 8337 684
1844 56 -999
6992 389 -515
2937 1799 -180
2952 6891 -995
8004 6482 -112
4824 515 -694
3963 8808 512
7642 7601 -306
4978 2058 902
884 6988 -328
1514 3318 461
2334 1425 -149
3402 2696 -159
4526 2279 -647
1640 4171 202
6491 340 -826
7703 4887 -850
6342 181 -3
4502 9145 -844
2596 1066 -763
1914 4684 -346
631 1869 660
6482 350 -419
1047 7922 -395
6682 3724 843
8909 3531 -848
4299 395 252
7484 3191 -30
6839 5310 560
7574 6144 -773
8709 7650 547
1143 48 279
5477 7505 725
500 439 -825
3054 6597 -699
6943 3572 -98
60 7814 -695
3854 3255 -936
9285 1311 819
3888 3083 -391
5620 5395 -793
4420 3205 326
4203 9448 -459
4085 2936 -61
2319 2960 757
4800 6740 -948
2941 6048 310
2750 2523 -178
1501 7212 -842
7160 828 130
7640 8398 -483
8053 2407 216
7612 7864 998
7365 6920 164
5874 6974 -457
5389 7620 -532
3198 6940 703
2788 948 -974
8358 9049 103
6967 5983 -869
4935 7870 378
3911 6583 -881
8477 8611 425
2237 313 74
5942 4133 963
7808 8504 -725
772 6510 -816
8580 6830 -75
9463 1241 730
902 833 -411
9504 9476 644
4424 6106 482
8207 1275 580
4782 3011 277
645 8269 922
4782 4065 -899
8667 2347 172
6961 4176 -533
3165 4324 -407
8198 2833 842
9464 1716 650
4021 7167 -190
2181 5148 -837
3745 6795 -69
2339 139 -754
7299 6245 323
7152 1187 -560
9159 5548 57
7250 6372 665
6329 3279 -699
9508 3919 -921
9334 4689 -115
1752 1356 -203
1498 8357 823
2120 6990 -879
7129 5511 -928
364 6191 712
1661 1855 990
3834 2126 815
5628 9497 379
1938 3375 -345
1698 2947 994
4272 6031 -425
9056 2818 646
7547 6987 -470
5283 7338 824
5133 9188 100
4982 5415 -476
1718 75 -732
6631 6785 265
6238 4979 -707
727 6278 -664
2857 6314 621
7899 1080 -922
2688 1511 -36
8944 2065 -129
5038 8610 126
7841 8843 112
1731 3371 178
9336 27 -433
4069 139 531
8814 7452 816
3624 1045 600
1750 819 530
1901 8104 -329
2191 3333 -54
3148 457 -265
508 2422 -488
1175 4301 -976
8318 8277 850
9095 8322 821
889 6300 237
2671 8974 -198
545 1329 -953
1246 9120 203
2458 216 -413
9005 13 455
6261 995 -601
3951 8086 -791
3997 2987 271
1248 101 838
5036 2994 -372
1058 2196 -238
3563 4622 -620
9340 7263 469
653 3238 -243
9376 3075 -154
443 775 -27
7149 5412 236
7655 9310 -551
2426 170 558
4569 6318 -349
5740 8675 -520
5888 666 424
3355 3817 -246
2325 103 115
6869 3053 594
5301 5384 -29
646 4651 -812
8863 3003 734
9305 9217 -815
7340 7954 489
2136 8774 -298
8266 1737 -748
1004 8028 -258
2399 3470 945
5968 795 494
1355 4136 871
4573 6676 895
16 8310 537
292 3181 -926
3609 430 -599
2972 3935 -675
1260 9058 -608
1272 3863 834
7171 722 -651
3765 4602 144
7696 1526 -674
7256 4355 543
5171 603 -531
6845 243 -712
2965 7648 -33
5915 4718 -446
94 1033 -327
9497 6169 611
7166 713 -799
7874 4400 816
678 5961 -471
276 8832 941
2751 1931 376
4843 2631 146
1978 7969 -137
3057 899 767
7579 5240 411
688 1987 275
5486 4888 -635
3217 7036 213
2320 8174 -756
8543 5729 -987
4561 6581 -85
578 3240 -219
815 3105 -643
1388 3024 -25
7389 1177 894
9371 5732 696
4530 3595 496
5492 848 211
8396 8538 -199
8105 699 806
7255 8103 -940
5827 250 776
5993 7310 290
531 5310 -60
6769 3046 298
4724 3647 343
3522 3476 -734
7673 1171 33
7274 1354 568
1399 7548 -553
1993 3143 994
6140 966 726
8626 1972 577
3455 4967 144
2008 6814 -475
3367 1354 -958
3817 4659 -876
9412 3359 795
8624 7976 -665
7926 1685 -543
4597 7903 216
9287 5931 776
6341 2150 -389
3350 7729 847
9397 6945 969
6032 7988 171
297 6966 -790
2485 6333 293
2175 6973 212
8584 5014 -804
9211 4686 438
4074 3109 -554
73 1657 901
6488 5060 377
7119 6119 300
4077 2704 850
8930 1867 476
4062 3862 -927
3319 6681 -510
7942 6244 642
8611 3819 436
5375 4916 -475
1043 3031 912
505 6386 430
2130 8590 922
1988 6754 758
4363 3200 -825
9394 9217 -961
2196 791 -273
820 3232 72
2188 461 -342
4449 8509 491
6882 7118 811
1749 2225 -138
1372 4990 -160
6355 2856 -59
9466 2995 208
1922 484 670
4080 7809 -195
6996 7456 73
8495 4212 50
4407 7963 -411
7844 5863 -299
7289 8348 128
7213 7277 382
1501 4974 -131
3636 5430 730
7193 5349 892
1406 9083 150
1781 3428 -18
57 6627 -36
5129 5454 -108
66 5702 -946
4061 698 -418
1023 7964 -82
1316 5757 -394
8656 5648 238
4992 7016 467
7662 9502 465
7288 2921 176
7114 2071 638
1959 1471 841
1495 2378 697
8222 1042 23
4367 1196 300
6913 2663 585
5686 7394 -631
2007 8233 450
3669 3775 -465
5147 9210 500
2749 8106 -273
4233 7365 722
4438 5031 -955
4765 4311 -295
6347 4581 -227
8455 3366 -978
7023 4713 -358
5816 571 -206
4036 7564 122
3119 6655 636
2160 3243 289
3565 950 -55
4784 1593 472
6703 2877 860
2203 7539 -581
8791 5210 67
9016 2206 647
4957 8557 -759
3057 9167 -963
6285 8017 -418
8563 2492 125
2296 2846 -219
234 4932 -98
6543 7818 -88
9094 4071 424
6606 1755 -941
5209 298 655
3070 6055 110
4901 2379 -636
5446 7639 -230
7588 6510 820
7067 4991 572
9073 5770 -25
6077 5601 199
6850 684 281
8487 8650 75
9259 736 780
316 6974 -38
1400 3973 -357
5789 2950 -129
626 4538 205
3852 7770 782
1186 4646 414
3197 8250 805
7044 4118 -119
3025 639 939
6581 3441 785
3540 7174 179
2998 421 -313
6209 6087 -196
6537 353 -883
1595 7871 -506
7800 2430 -19
63 6823 693
3195 6828 76
45 2767 -245
6712 3684 340
135 4187 267
9041 9392 719
4445 5121 -830
4796 8422 500
8136 1218 -245
3988 6099 644
4671 1013 438
2739 6649 896
1813 4388 -666
7857 7988 365
2040 277 615
8727 2878 -45
1885 3988 181
6023 1722 946
3766 233 233
1124 1724 441
6093 776 58
428 8684 -587
3984 6556 -686
4422 5643 -377
7444 9049 306
8826 1918 748
5726 101 -615
3386 7053 -464
5696 5147 -52
3383 6064 -915
1262 5216 -997
2734 7302 -51
2127 4577 -4
2816 5939 784
9032 4333 388
1775 1685 -14
4079 3857 -637
9509 4622 -257
2228 536 -735
2564 4066 -72
7293 8431 214
8109 2031 847
7022 4874 -599
4766 3143 -738
2467 1236 738
2137 2157 98
1766 3447 49
5188 3113 816
3244 7267 -415
8184 3663 540
3643 6280 -439
4820 8884 56
1216 3956 263
1290 5919 -108
9100 3133 563
3365 2513 -220
3641 3607 -501
8907 2702 -68
1129 258 -384
6026 7960 394
8268 496 -569
3990 2658 152
8152 7500 621
3668 4960 674
2688 7153 -652
3288 2416 190
418 7263 -168
7923 866 -25
4260 7751 595
6155 7375 76
3484 3120 -757
6238 486 -172
7337 9267 257
3068 6873 144
6016 3936 519
6348 4211 -288
6686 5929 -749
8830 4530 210
8857 9287 897
8172 2668 216
3365 2825 -485
4205 7455 -451
8210 5445 -253
577 4927 -183
9482 8120 124
3381 4584 -794
8101 5772 325
8166 5162 -361
7602 5710 915
2973 879 342
1569 8837 -579
4951 3769 934
8933 1894 -163
9255 4386 556
3318 5607 -45
7162 5403 -476
5922 8216 403
6598 1703 108
1101 46 -397
9276 5100 -370
3635 4629 -134
851 8020 -14
6183 2232 -514
619 8323 -184
4256 902 -695
2248 7264 284
501 3447 -206
7771 948 -504
6670 3634 86
2400 4696 291
3898 7997 -332
1659 2726 -675
2138 1851 -422
3555 751 489
9356 4719 -625
951 190 -309
4952 7853 982
5520 1039 -44
8526 6399 259
8672 2990 -433
8264 9488 514
5591 7270 -621
5990 7368 -594
8743 7018 -69
2313 5101 281
9225 1554 -334
560 3371 79
8469 5311 -663
8052 4102 -9
6716 7355 -467
842 9321 236
2988 4695 388
1888 974 -192
6584 8784 -859
1186 8939 -958
141 6111 -709
8791 8042 -36
57 1901 -878
642 8765 479
2441 7729 -262
1220 4944 255
3948 7832 -37
6761 4809 612
8729 5995 -884
8347 3048 538
3540 8894 -849
7027 7011 -781
8637 6107 -106
7061 6599 -314
6475 5378 60
3143 390 42
5305 8517 478
2264 1106 -285
6097 5955 427
6124 8093 -601
7283 7385 -972
5280 3064 213
4171 8970 515
4313 2614 98
7786 5414 -854
4404 9254 -380
6415 5636 -927
5061 5358 -416
5522 5681 -770
3227 4344 -9
1547 3594 827
2035 3034 26
2604 4428 640
6167 1553 -49
2644 2592 -579
4719 7719 -76
4047 4160 -558
2680 9321 13
8435 4033 -30
3999 3767 874
2312 7447 68
652 6374 574
4831 826 80
3407 3982 -282
2452 6194 -657
4078 4890 283
1094 6574 217
8171 3486 375
962 1433 894
4501 9390 483
6617 6435 -500
432 4221 614
7670 4178 -702
4668 3758 982
1683 7526 -541
871 3599 -898
7265 7913 940
8258 953 901
9045 9219 553
3997 5203 739
3406 6947 157
1753 2837 -283
4848 2940 15
3478 6576 -424
7832 1652 -905
8975 5875 -823
5383 7542 -775
5543 1192 -192
5677 5498 -335
71 3553 343
2151 9105 376
376 7307 -718
6919 6721 143
7572 3826 -674
5837 1851 890
5745 753 -297
2450 2764 413
496 2512 617
5632 6711 63
153 5122 75
8440 8038 -747
7256 5042 -828
2748 1187 386
922 4487 890
9147 3259 380
999 4965 -116
