20
972 1932
203 333 446
431 16 116
871 561 900
684 89 97
726 499 452
151 9 649
213 439 905
515 308 304
126 231 51
751 325 874
402 878 963
202 434 18
705 42 712
407 107 570
163 765 267
508 369 516
869 815 259
905 793 674
278 874 445
426 589 771
279 888 708
64 318 497
900 648 216
839 771 556
88 252 374
559 458 704
845 287 410
267 340 959
431 104 355
253 702 525
133 745 678
41 420 836
136 24 494
447 200 555
192 158 329
373 611 283
12 525 767
673 661 973
937 680 900
9 608 103
916 672 719
424 578 672
55 244 176
64 415 928
202 790 338
445 168 605
244 293 261
478 803 159
397 84 574
865 43 257
471 827 758
848 358 949
957 445 337
668 336 401
198 696 7
621 946 526
294 503 349
915 568 444
872 181 319
572 122 117
716 159 555
691 308 830
630 876 273
622 369 747
797 838 726
744 300 408
336 426 171
349 592 567
656 943 726
428 331 449
426 96 539
47 221 555
914 201 869
346 273 98
109 332 48
833 277 292
256 287 710
289 195 626
114 845 488
648 660 309
797 960 967
437 604 4
686 112 996
591 405 766
314 612 879
911 531 582
625 1 826
815 570 865
820 841 826
50 697 532
93 404 275
326 433 274
99 730 901
949 476 188
888 111 687
677 590 250
845 479 472
507 577 4
945 874 85
24 248 420
939 854 239
825 344 892
519 351 853
953 969 290
762 478 821
296 537 386
775 691 669
835 743 619
840 469 373
227 230 608
263 586 498
866 644 914
225 712 405
204 9 310
566 786 928
274 807 244
529 230 112
237 856 528
902 858 447
527 169 312
774 88 23
899 818 429
123 401 378
754 748 161
184 450 723
443 548 687
220 483 10
632 929 859
405 651 281
562 607 425
183 268 74
966 510 869
824 245 256
57 709 135
344 884 681
743 418 715
875 535 571
530 694 293
800 36 971
954 37 533
774 867 338
300 44 214
191 922 219
964 688 962
959 70 104
881 711 512
285 558 197
734 529 81
788 738 164
267 281 994
277 313 809
650 734 338
587 550 886
555 877 570
359 642 489
374 831 50
861 186 869
728 768 663
48 256 552
785 814 89
431 619 255
329 810 388
971 837 26
162 341 277
885 464 624
693 927 398
693 572 246
898 760 470
419 33 327
726 959 715
742 889 582
513 385 667
3 173 167
781 411 681
943 519 992
574 399 755
352 380 270
637 703 410
583 647 689
419 937 30
885 322 932
647 705 623
655 846 262
765 70 43
276 563 365
29 223 413
52 359 684
593 71 803
378 315 375
305 216 64
184 495 606
822 728 271
493 943 791
755 68 95
911 368 679
239 661 937
111 942 585
562 334 194
820 910 685
827 154 183
246 95 617
352 751 607
114 55 510
8 175 990
837 111 470
515 963 798
944 518 868
369 214 918
333 782 344
692 860 442
51 10 120
487 633 159
274 478 821
581 816 800
555 868 8
460 197 966
372 455 753
901 63 775
70 895 695
808 550 532
491 686 570
710 668 870
192 925 303
187 892 337
938 710 915
942 940 235
79 566 975
897 823 633
775 422 35
201 617 189
844 397 773
359 443 201
400 127 311
303 541 673
674 99 425
555 687 357
389 527 570
370 774 55
924 811 21
771 590 355
59 595 606
446 430 547
399 851 657
40 602 50
965 852 80
333 270 519
586 490 478
197 142 658
953 809 463
182 527 783
327 130 878
781 798 300
531 112 632
136 886 332
509 386 627
391 467 372
781 26 974
573 205 263
770 452 569
776 286 778
19 289 490
832 852 682
528 887 572
53 174 827
455 689 31
325 648 348
713 793 479
18 43 560
466 481 965
602 524 192
87 732 835
248 804 149
113 164 698
247 79 168
124 160 156
928 642 166
209 616 684
159 616 362
294 774 387
261 560 105
843 871 311
816 15 512
204 31 983
176 546 107
366 490 80
793 582 153
144 731 763
64 314 658
926 781 420
813 55 9
695 340 676
560 362 66
586 269 976
610 255 561
734 160 421
660 890 826
238 158 137
469 257 260
951 718 863
941 538 847
227 728 600
273 603 65
928 914 346
334 490 977
389 31 931
551 711 956
282 624 2
313 111 805
225 475 100
370 203 190
881 657 601
653 171 41
20 742 122
53 823 733
38 514 215
960 953 862
449 59 782
495 844 720
719 925 675
758 81 509
951 757 201
863 937 682
672 232 832
878 355 644
157 840 756
745 438 920
140 543 342
738 475 287
500 557 645
481 313 554
576 453 76
864 341 402
55 426 42
658 594 376
367 193 556
866 42 956
26 808 118
268 464 69
392 327 51
265 953 112
43 640 434
832 645 689
941 751 571
5 349 816
372 194 265
873 212 989
951 561 914
859 801 339
891 509 369
676 441 60
216 463 281
727 104 17
800 106 201
540 506 252
299 480 536
495 730 202
222 3 241
508 733 673
476 895 935
477 485 155
250 803 819
947 266 932
673 129 341
702 170 809
524 564 939
33 815 245
123 844 226
339 61 454
842 46 195
277 316 441
293 511 593
521 830 488
21 869 296
342 263 940
21 457 122
168 274 399
668 473 647
382 806 203
209 812 976
848 844 56
2 796 1
514 132 252
350 6 393
648 153 557
768 18 907
408 8 101
553 409 841
338 35 619
393 332 880
52 350 316
931 340 536
693 921 421
834 501 885
750 497 148
259 37 766
213 895 533
209 453 740
82 424 210
460 236 204
847 257 313
930 163 797
730 259 187
561 291 129
968 867 146
743 965 370
970 138 210
71 971 211
623 910 574
861 260 457
832 151 147
326 696 15
874 638 180
527 439 239
16 557 728
225 102 333
458 330 10
784 131 684
494 35 804
491 204 227
518 920 199
131 958 841
778 572 618
630 896 472
414 340 407
440 433 752
623 212 574
521 724 667
357 74 684
121 109 373
797 396 476
708 305 812
746 171 181
270 143 323
438 172 201
515 868 104
936 889 636
944 148 969
540 422 441
486 308 440
302 556 284
304 758 123
27 867 992
748 140 334
864 42 824
724 496 162
847 89 845
126 142 309
452 868 412
544 873 355
970 118 157
233 749 775
603 881 560
264 213 890
601 89 821
169 434 520
560 909 349
870 1 262
851 872 263
504 62 150
869 721 679
407 748 537
897 406 987
606 409 80
124 674 636
144 155 957
513 564 318
287 719 885
385 865 468
948 947 570
883 967 698
493 414 654
54 765 51
822 565 760
958 216 85
305 337 344
456 584 863
486 549 161
691 642 857
948 762 577
440 887 191
321 170 938
515 82 690
850 444 48
685 667 501
286 179 283
588 405 686
142 134 648
274 737 679
729 697 841
522 258 557
845 230 429
304 402 914
731 409 165
811 855 429
256 472 653
222 882 601
566 779 66
599 670 770
10 380 237
658 152 299
180 134 82
891 689 989
765 11 853
390 25 630
362 416 823
199 60 424
477 829 693
263 226 905
548 241 417
864 246 596
84 753 818
318 665 353
506 481 708
835 585 974
528 169 663
397 710 962
154 664 43
143 567 571
633 50 497
369 91 880
90 799 51
708 69 522
683 405 953
550 527 480
925 29 250
638 595 409
754 425 282
617 105 730
928 22 871
21 624 573
486 496 832
325 414 390
34 757 233
102 791 274
297 671 712
264 643 760
836 564 702
579 865 887
46 397 973
290 8 35
61 667 792
363 288 520
425 127 796
51 300 790
155 851 943
685 169 600
110 438 822
108 124 780
234 876 696
315 337 472
284 61 950
337 371 954
863 430 81
200 90 537
547 835 356
342 841 371
193 398 324
324 549 798
153 958 723
233 750 382
579 224 61
376 533 624
391 206 352
718 782 843
736 306 901
666 199 710
529 77 328
631 523 137
638 859 672
192 223 284
850 962 367
956 563 917
970 460 859
596 727 450
189 939 480
243 593 583
183 474 767
703 711 31
606 773 805
61 333 985
606 95 771
7 37 391
971 584 663
248 500 720
369 949 503
274 652 725
175 212 414
545 583 429
305 72 2
850 181 501
353 386 438
413 469 949
625 702 885
469 197 616
259 33 851
330 600 817
292 286 705
539 489 27
45 246 634
779 223 370
428 636 428
201 759 531
737 543 962
543 930 397
313 233 669
499 437 10
601 313 620
548 458 71
350 813 623
957 124 109
277 546 435
513 411 883
790 819 914
251 759 636
117 132 749
316 803 723
613 452 240
103 93 262
664 253 667
75 500 153
4 390 306
888 680 504
914 923 843
746 789 964
728 243 670
352 493 597
498 773 691
78 116 610
590 262 524
183 253 937
276 510 100
15 466 222
518 52 986
938 203 887
427 922 133
809 497 122
435 609 430
921 716 419
745 302 314
939 732 124
337 155 907
779 336 995
777 373 39
814 777 787
544 11 366
695 702 387
551 751 216
225 339 548
557 592 264
435 886 328
26 678 759
920 751 451
730 864 688
425 422 423
7 597 621
154 240 212
800 14 829
390 381 173
532 589 529
296 115 828
853 965 148
233 676 138
662 392 568
242 963 29
623 232 18
24 903 941
680 168 272
420 303 751
733 810 520
193 755 134
655 336 664
333 131 90
635 502 670
827 660 823
838 920 603
282 665 303
9 20 491
791 612 598
173 876 316
416 409 643
950 491 632
104 177 682
102 855 747
285 923 902
737 640 432
642 363 364
205 518 903
385 589 83
304 534 361
114 706 448
731 618 912
875 43 465
424 422 371
789 58 563
560 845 530
783 297 607
296 526 967
122 256 531
45 665 929
173 46 779
935 8 646
178 363 721
269 294 569
44 301 1000
82 54 840
202 616 429
845 122 679
436 438 878
726 936 633
559 127 234
799 79 563
767 871 869
139 299 115
237 589 257
347 465 902
852 237 736
850 188 76
342 21 663
33 915 509
432 371 97
906 4 498
708 949 433
2 776 958
408 73 685
48 599 893
534 801 257
587 16 107
470 165 408
177 628 899
121 549 39
518 898 471
677 56 331
200 599 213
576 876 424
966 244 999
300 650 933
626 865 573
514 143 758
53 188 115
698 780 520
829 789 647
800 555 87
99 796 435
384 965 449
396 865 395
83 451 399
857 238 52
350 325 976
785 841 488
790 655 795
73 528 48
480 603 242
349 920 888
696 171 640
569 134 633
245 479 718
564 182 586
324 31 326
567 421 622
947 894 41
580 86 128
825 961 601
737 433 394
640 680 907
763 326 4
101 851 546
826 82 841
365 239 798
614 330 398
893 339 35
90 533 939
904 272 956
756 570 331
186 331 977
184 639 798
188 496 332
134 958 621
327 183 642
747 951 769
490 157 432
152 331 315
385 782 548
26 308 298
853 265 90
68 450 862
508 414 534
720 64 603
497 301 621
426 607 596
725 762 143
331 665 574
445 719 866
459 813 302
612 699 638
17 408 348
439 709 278
296 767 241
260 534 55
821 437 308
60 521 920
194 914 584
404 773 312
44 568 656
835 929 73
788 650 367
190 333 238
495 866 627
967 798 174
444 929 687
927 31 307
276 505 675
127 115 18
922 570 510
151 423 143
203 957 823
55 915 205
810 613 230
946 380 208
67 866 191
735 455 273
80 102 792
53 575 893
969 631 898
949 794 625
946 781 181
648 465 808
132 633 439
296 570 960
10 575 56
868 14 795
122 52 857
206 363 64
534 752 395
960 842 185
107 312 51
508 397 788
363 604 358
720 598 193
655 56 159
828 684 269
111 939 707
850 99 630
182 903 234
623 757 114
606 146 367
913 344 549
228 173 674
390 60 282
221 824 443
88 869 159
794 268 615
787 560 748
545 321 762
314 612 725
408 384 271
486 822 148
449 865 841
7 627 442
828 803 211
337 920 434
48 586 416
196 657 239
909 626 602
941 790 198
846 750 554
435 944 233
624 212 716
111 494 788
428 781 340
709 916 707
268 435 95
114 38 503
227 688 375
897 299 154
718 329 985
712 965 978
649 166 137
802 744 497
192 934 124
761 888 453
846 138 277
968 708 948
367 609 426
347 60 244
848 839 105
941 118 600
137 320 85
80 112 259
607 378 967
544 138 673
648 331 291
332 86 217
288 284 9
20 184 342
788 71 341
423 760 930
344 833 203
615 34 467
48 676 128
47 718 195
646 296 31
796 793 807
38 254 110
364 398 296
116 267 479
568 451 121
558 572 47
331 295 389
432 30 913
194 904 348
543 231 82
657 937 762
332 871 158
631 256 759
844 958 787
636 411 801
925 440 115
484 56 705
518 602 536
441 493 402
351 611 71
876 320 230
612 188 384
618 722 817
336 488 830
284 118 768
184 934 517
201 303 812
449 542 487
64 687 224
42 249 979
595 182 360
358 538 723
493 96 797
724 840 387
542 466 160
507 366 227
621 442 120
493 19 260
5 442 376
411 18 409
317 810 629
105 488 613
558 235 993
378 315 380
187 646 185
634 792 403
684 667 899
791 764 634
718 44 853
293 713 409
464 90 617
235 39 491
72 113 365
163 286 266
230 16 768
629 223 594
401 822 469
583 958 466
12 598 522
820 886 441
197 85 894
391 648 834
800 355 590
229 839 833
695 731 329
890 751 967
314 709 946
666 157 203
721 866 625
967 56 738
884 142 848
923 479 321
340 706 262
583 157 457
832 490 901
630 264 90
542 690 928
796 568 860
783 255 507
441 348 884
616 692 793
668 725 336
293 88 145
466 290 118
511 436 859
463 315 306
744 29 319
806 964 253
49 202 855
673 19 358
391 466 102
577 207 999
45 259 108
836 615 951
170 811 271
516 351 146
127 462 522
546 302 811
546 554 250
450 574 341
381 247 840
525 684 283
966 84 45
398 328 719
420 225 448
247 863 907
798 253 270
555 92 221
56 562 667
501 653 200
112 723 343
99 842 631
587 872 558
392 425 685
388 781 194
303 256 577
872 968 164
343 332 874
546 348 958
756 168 98
262 109 99
711 740 2
736 377 911
92 738 39
302 373 848
50 771 264
954 249 462
666 78 793
64 158 470
839 416 742
669 345 829
265 484 32
707 765 47
40 240 822
123 582 740
889 156 693
165 321 337
552 587 959
791 261 272
798 437 803
33 939 841
275 254 334
898 478 145
223 744 201
815 140 519
32 881 702
289 117 132
681 424 349
745 243 42
425 780 979
794 390 145
98 207 211
43 786 530
887 915 470
439 391 176
176 446 774
906 424 428
320 109 347
876 122 94
476 624 318
899 43 202
268 194 919
376 594 901
126 27 419
655 364 502
851 394 934
851 477 397
725 245 401
814 243 414
443 940 568
948 356 542
596 523 773
330 340 372
652 74 248
707 238 858
163 28 239
557 796 273
862 420 596
967 439 404
738 435 31
937 842 176
343 111 979
700 583 637
787 853 943
965 471 489
140 871 796
654 118 84
737 35 900
210 949 461
188 373 686
196 302 857
268 37 54
53 803 548
806 937 780
241 702 492
737 420 856
456 879 439
230 664 384
103 720 297
578 364 537
390 648 837
908 401 481
742 631 789
122 205 45
542 748 510
800 600 853
169 166 636
670 210 854
693 485 469
954 123 44
426 98 884
533 847 473
91 886 811
194 670 469
648 311 823
413 428 893
191 840 747
660 868 44
570 959 50
322 537 299
232 595 950
698 425 699
44 366 117
71 377 344
233 519 943
627 12 389
153 352 930
875 83 976
540 554 667
685 356 111
741 204 620
427 602 57
749 626 581
294 313 803
510 574 51
841 345 262
191 739 307
587 551 350
694 329 125
18 519 878
164 621 267
70 31 381
251 699 598
744 918 763
780 458 573
188 2 731
250 547 192
703 689 863
845 193 366
621 924 488
612 434 132
641 749 605
750 650 500
573 417 79
256 92 372
672 272 489
495 936 941
220 679 304
592 324 627
163 137 680
408 709 964
478 46 53
654 296 230
160 6 363
91 82 317
394 279 766
279 355 187
357 451 691
412 320 892
822 791 914
934 12 211
367 214 946
799 273 121
310 351 185
334 931 900
19 14 892
250 796 80
127 51 312
446 326 848
573 482 26
137 231 55
596 321 133
607 414 908
496 906 357
147 392 259
132 110 574
501 369 185
541 670 230
655 306 950
506 940 178
163 266 195
82 551 543
906 750 269
359 840 162
27 40 365
393 231 214
662 511 230
151 649 578
705 833 707
793 878 13
864 559 557
574 790 801
536 739 93
806 232 170
324 638 475
466 529 914
444 841 439
811 164 61
478 774 231
718 840 976
802 427 739
355 388 888
804 497 612
648 441 525
168 163 595
348 16 779
581 893 100
544 684 129
12 587 456
303 140 186
50 729 239
264 401 280
760 834 74
199 752 667
38 787 509
350 42 639
436 441 995
514 448 635
728 504 851
550 433 881
312 913 680
142 143 74
540 714 398
723 675 396
90 220 482
414 623 32
63 219 828
252 829 632
398 941 917
578 774 846
869 863 999
101 350 835
560 846 160
308 319 844
110 900 350
296 646 511
635 774 513
917 195 670
558 205 48
181 349 401
186 670 851
376 145 587
849 616 897
313 46 602
543 147 208
433 949 577
349 754 330
898 138 851
326 881 347
116 865 187
647 165 211
129 696 375
307 827 769
736 867 254
753 476 129
240 74 715
143 648 535
420 741 139
637 167 565
779 603 270
611 258 220
584 466 873
92 683 487
417 512 233
427 849 918
232 773 785
523 729 21
898 780 579
848 481 738
395 272 908
591 555 744
369 832 489
436 790 955
747 700 697
357 692 201
260 873 667
432 117 786
8 685 927
210 395 188
786 736 642
705 359 260
592 704 878
866 492 141
59 720 155
561 790 311
507 266 611
406 555 431
209 473 52
917 423 979
563 795 678
594 574 205
10 479 366
182 123 673
908 194 85
515 190 657
77 799 639
881 312 684
93 769 625
788 832 904
425 349 202
37 483 807
404 406 978
579 575 475
823 162 725
45 273 95
78 60 695
590 498 35
645 354 943
189 319 665
74 902 98
828 242 729
71 721 197
815 462 998
618 913 323
542 557 148
251 354 555
71 958 557
628 111 149
590 186 528
796 223 231
451 227 88
881 897 353
886 951 809
585 357 527
613 183 430
288 678 95
333 889 875
638 599 786
222 129 816
735 879 976
663 736 216
288 248 927
286 271 777
281 939 593
138 119 644
135 588 967
126 847 441
947 891 598
832 653 185
292 906 891
305 249 294
771 937 553
896 917 710
519 247 822
872 65 934
815 726 768
946 742 793
679 565 516
795 972 592
499 217 874
242 465 23
818 781 661
671 90 80
858 776 855
391 579 618
815 83 628
605 62 82
554 721 741
226 481 20
71 344 635
39 101 822
514 70 293
741 688 537
536 319 115
345 859 773
402 847 85
561 824 602
836 379 488
733 440 706
652 663 442
771 298 719
670 268 615
931 938 1
84 639 729
627 536 175
705 773 456
412 161 319
758 119 182
464 956 221
764 254 370
726 929 251
694 961 802
714 577 873
911 759 853
970 195 532
665 790 268
753 569 95
359 119 311
900 64 891
237 905 762
218 596 414
789 23 539
371 465 100
563 360 42
903 237 319
516 820 333
788 681 459
738 335 588
169 614 46
619 767 588
539 91 158
767 555 951
502 918 678
502 937 246
185 310 598
710 148 276
175 458 596
107 213 66
798 377 406
362 330 584
292 680 811
891 38 582
542 491 853
963 323 810
349 39 688
683 724 913
844 357 844
866 929 197
129 637 356
962 872 173
941 487 164
938 139 829
183 220 415
453 541 23
158 640 988
75 5 411
252 173 46
854 342 455
291 33 70
870 876 726
533 851 846
123 137 747
470 81 658
552 624 608
298 719 462
884 584 316
580 89 895
872 274 569
825 71 316
157 78 816
963 212 516
407 757 952
368 316 48
386 613 524
653 888 731
490 746 272
355 843 617
922 192 276
569 327 341
875 365 23
809 475 917
612 377 37
482 497 958
71 106 965
66 133 299
414 918 627
166 906 391
25 600 119
615 323 633
927 549 954
8 180 332
883 463 514
239 161 838
271 10 82
183 208 798
868 187 503
336 114 505
181 249 456
746 724 624
23 116 162
484 433 885
584 854 922
97 136 743
877 719 527
692 794 746
251 99 230
94 855 111
177 655 377
587 466 954
92 836 274
191 272 813
137 679 150
393 600 633
331 523 766
355 880 614
272 608 611
425 139 269
848 475 618
216 611 765
472 458 767
940 345 896
637 847 781
366 54 356
832 405 489
628 154 81
143 736 318
756 763 705
437 535 258
131 714 986
691 570 660
169 736 161
688 491 692
752 449 734
559 58 615
309 488 505
722 711 859
282 759 330
863 94 369
673 231 651
407 972 991
927 821 945
685 113 840
837 628 785
516 263 797
236 148 588
711 900 762
7 778 70
211 774 920
219 360 332
380 103 942
799 775 35
167 508 183
802 794 54
163 20 549
294 574 695
685 454 661
904 385 573
430 577 869
195 321 814
779 541 793
135 853 949
383 702 420
117 789 685
702 61 231
701 153 968
359 165 700
488 543 396
619 44 339
222 100 715
97 743 32
233 21 737
126 316 991
691 191 233
264 163 63
946 461 775
475 56 83
34 470 755
589 267 520
906 221 758
885 407 293
365 152 775
676 543 40
471 642 251
743 10 506
413 504 839
276 961 350
32 22 756
662 179 868
788 79 840
728 894 964
221 654 464
540 154 715
523 372 712
103 737 727
722 961 399
598 778 923
497 63 148
246 528 115
337 289 280
652 178 459
651 857 728
233 529 45
479 490 847
218 190 958
721 68 62
289 706 319
88 767 596
571 922 445
283 906 964
436 972 525
96 97 24
396 517 198
15 395 344
965 481 783
119 880 970
135 385 982
820 1992
150 163 328
73 663 998
658 793 282
368 190 450
17 35 649
208 14 399
117 217 652
639 620 362
589 420 435
252 110 978
12 632 757
217 334 568
510 181 761
582 674 453
414 547 31
320 381 743
242 636 554
423 324 230
472 485 32
699 684 255
325 316 213
630 393 135
734 312 373
92 178 325
770 604 183
582 675 275
425 529 135
446 632 633
389 495 784
411 244 550
443 53 342
514 750 603
279 783 531
366 455 558
522 706 18
795 763 830
787 476 538
175 274 950
723 790 354
283 551 951
472 54 957
641 746 581
74 13 656
744 541 323
516 598 643
334 38 445
164 407 243
21 442 888
709 475 161
412 586 902
414 11 588
452 541 515
499 287 580
673 749 671
56 8 645
695 264 36
317 318 35
410 627 896
436 452 838
119 781 664
393 720 343
386 566 224
353 435 125
505 590 109
281 66 239
68 178 355
614 477 676
385 591 658
446 797 28
184 210 689
482 807 390
778 799 302
418 380 908
71 87 413
335 428 120
102 738 48
226 595 799
447 104 84
672 740 454
808 226 589
654 506 342
238 210 617
520 674 556
811 76 278
54 289 677
501 608 860
438 273 478
305 206 779
477 230 27
297 630 718
381 263 799
272 775 977
454 220 145
108 59 183
461 167 453
157 129 497
659 686 989
422 274 461
501 797 641
229 61 281
244 231 21
364 313 103
111 608 127
203 113 711
494 484 821
780 748 299
605 305 446
445 749 826
816 271 380
59 201 985
637 164 618
381 73 546
777 331 969
74 7 252
477 540 424
149 26 333
345 19 377
417 651 178
665 689 561
275 228 119
806 334 114
36 190 689
86 581 133
440 549 413
806 165 665
415 663 973
573 560 734
738 812 800
318 425 930
115 58 551
343 500 175
424 759 504
481 397 137
271 206 777
650 361 356
573 199 525
372 204 112
383 632 706
470 45 213
695 504 947
508 184 269
204 535 262
368 654 833
279 221 692
233 393 165
187 251 699
204 115 602
770 185 253
185 632 298
241 95 668
457 424 808
588 152 980
496 480 522
442 134 523
615 54 487
82 331 973
424 227 149
614 70 869
208 191 522
277 152 630
9 783 557
93 283 267
734 35 534
472 182 968
452 297 489
722 482 471
562 424 950
602 461 995
740 42 93
43 509 873
124 644 257
423 82 170
565 87 195
284 537 709
102 349 942
730 636 194
716 59 902
311 304 395
412 195 161
182 761 953
431 780 125
493 408 906
321 627 294
262 550 233
283 578 886
577 800 459
548 313 899
623 746 712
396 46 261
612 329 411
788 748 344
581 272 162
518 281 400
483 350 807
437 126 568
670 153 200
287 568 139
630 272 423
390 622 261
155 516 769
338 216 864
56 623 214
815 772 195
186 575 884
706 25 752
154 70 367
260 160 436
230 131 252
274 575 155
649 290 158
647 466 459
790 557 620
524 726 308
580 536 597
465 556 492
261 525 433
493 251 842
32 788 940
42 410 717
80 784 371
707 560 236
270 467 531
555 557 919
150 249 709
254 390 988
713 8 867
761 51 62
622 406 456
574 489 501
582 670 354
558 388 35
556 422 736
93 664 386
643 745 531
717 146 30
652 322 436
329 670 763
212 725 716
206 319 278
402 632 93
593 283 16
679 410 923
684 776 13
335 512 97
450 754 730
770 227 359
386 526 201
265 40 663
674 52 366
706 264 939
111 363 844
245 100 493
183 326 140
708 207 643
782 4 185
556 391 380
86 264 604
43 195 365
485 529 846
426 535 844
613 129 900
76 383 307
799 137 941
355 681 698
392 249 808
75 693 174
165 698 383
34 375 256
29 211 720
816 334 631
441 654 659
602 748 515
239 25 546
323 394 921
753 421 76
197 395 950
760 167 356
528 3 570
679 712 584
222 153 412
709 259 263
710 329 405
736 673 503
790 555 969
441 573 778
712 401 780
219 498 571
171 468 44
741 325 197
659 441 956
591 459 605
32 315 58
153 708 528
523 770 237
428 242 990
803 768 140
220 560 817
252 370 704
711 46 754
192 535 614
704 53 688
85 155 472
511 22 473
114 729 186
316 210 956
498 94 167
456 29 374
453 725 222
515 461 579
775 749 943
321 661 692
290 594 199
394 264 891
303 167 42
225 796 593
124 579 112
9 186 734
582 466 524
719 63 137
766 485 931
105 51 156
703 19 283
510 278 38
775 440 604
484 696 616
425 22 290
358 270 720
397 408 540
579 106 402
787 752 468
629 83 979
600 637 884
649 14 743
802 674 290
779 159 472
332 369 427
494 700 633
37 633 248
692 697 321
91 459 185
560 348 39
374 217 146
190 493 763
640 756 209
466 244 919
201 223 670
62 112 969
328 95 106
177 533 374
493 743 896
303 495 520
517 570 648
131 120 794
223 673 339
524 744 843
402 49 560
140 801 531
701 648 752
793 280 862
125 780 309
150 238 351
693 210 615
580 593 459
387 377 769
732 116 675
269 360 571
253 798 657
405 804 24
464 527 928
263 36 682
627 531 863
167 471 789
513 740 552
215 579 400
169 545 929
659 752 551
184 295 867
791 98 508
437 655 142
561 43 335
701 782 759
2 393 754
90 572 818
659 399 157
236 382 518
101 794 471
640 575 932
754 761 244
490 426 995
287 539 130
217 157 4
459 26 311
813 790 715
230 802 506
444 116 115
507 732 54
382 390 580
690 656 968
