19
911 938
449 157 -240
205 135 30
249 77 256
429 854 -363
469 176 -994
586 109 408
634 786 -417
61 218 412
729 892 801
794 858 -641
146 369 -754
72 395 -385
46 298 -862
725 174 -197
580 750 366
291 628 -739
208 141 527
880 700 -115
236 629 605
287 222 -48
258 756 -593
611 486 292
559 765 -9
701 760 -263
215 411 -759
341 609 182
720 796 873
214 851 832
150 815 -149
723 37 -109
228 392 -48
896 512 215
587 860 -335
795 329 92
546 619 -933
513 545 543
526 611 -651
516 3 36
205 359 151
525 666 280
744 338 477
192 687 31
352 557 -594
324 865 522
107 718 -551
488 584 817
862 827 -683
839 413 235
163 411 -414
811 483 -957
172 598 -776
415 863 289
578 380 4
546 115 562
629 664 -357
713 897 -563
700 882 878
597 705 893
819 145 -340
78 460 880
370 558 850
405 112 -108
823 413 991
3 264 397
217 305 594
182 657 889
417 830 124
357 149 158
444 72 78
80 910 853
192 289 -373
857 892 -115
193 71 758
208 596 586
596 666 -293
401 105 -603
755 715 194
403 388 -786
614 50 -457
849 898 678
905 290 -708
608 341 486
513 775 -299
185 469 682
716 754 -104
501 449 -532
705 860 662
523 458 733
516 356 362
860 498 924
812 679 540
412 324 135
826 415 -624
20 752 625
805 134 457
328 418 -874
583 757 287
642 211 -637
121 457 415
117 280 -27
894 202 830
485 339 537
761 307 918
754 536 497
563 361 741
264 258 456
745 139 -281
99 711 850
718 676 -154
741 315 -227
27 301 359
857 60 944
80 472 -216
644 532 222
159 729 525
891 376 -496
902 564 -320
544 148 398
606 224 -611
699 437 330
23 848 788
838 288 148
355 473 -900
633 113 387
106 238 -130
432 60 515
97 250 583
845 312 456
822 31 -130
293 649 -949
841 16 -851
249 615 -248
94 6 -623
463 43 120
773 388 894
647 572 225
636 299 663
20 724 135
769 86 935
756 50 419
213 557 260
295 335 63
56 833 690
550 306 942
747 323 -427
627 245 192
71 782 -579
210 303 784
885 559 133
793 364 983
793 818 -466
127 175 -916
541 874 780
15 278 406
63 890 245
118 506 -90
793 301 -834
701 209 -905
490 502 -80
503 638 -12
130 649 -334
849 600 -424
252 748 334
141 571 -328
561 326 152
765 738 -482
442 670 -839
215 119 577
55 770 417
475 110 448
219 395 529
824 773 -145
171 522 -280
653 74 147
665 611 33
343 166 -976
211 878 -65
24 41 382
715 538 -566
309 23 -853
584 339 -448
123 295 227
830 636 -773
887 182 354
757 158 350
439 762 221
106 621 -131
787 642 -868
630 909 362
237 828 -93
527 59 583
502 442 7
384 420 -743
127 908 -520
448 56 -95
56 464 106
521 482 460
101 770 -601
369 457 272
242 311 -656
135 686 596
655 747 -396
376 42 382
30 492 584
700 558 429
878 248 259
53 334 -122
187 332 -270
276 379 -549
491 103 820
650 238 -782
335 407 -691
852 205 283
563 434 -447
908 842 -365
93 593 -832
238 45 -326
30 83 -150
777 642 993
911 379 880
807 461 -294
633 580 678
318 245 753
364 248 557
707 485 -512
501 650 845
703 326 -995
310 483 892
857 867 2
326 663 142
861 633 -852
32 817 -186
633 207 -610
49 753 -795
304 359 787
881 440 -144
164 349 513
455 64 -501
167 25 -371
731 576 -179
868 457 229
766 294 -104
40 355 180
528 395 367
699 807 -954
753 321 701
249 8 749
462 495 28
649 173 209
702 626 -514
125 112 -625
829 262 -553
879 81 -859
221 793 -680
367 552 232
161 359 348
812 629 -572
637 35 631
451 334 806
484 193 -494
638 806 174
118 145 -242
295 201 664
360 564 -487
577 548 315
290 3 935
195 753 -14
657 209 146
870 191 -83
592 14 -286
311 383 -865
306 287 -511
535 760 -526
452 171 -555
384 526 -593
586 362 674
471 643 856
347 909 -490
351 654 -714
807 492 307
92 121 -850
103 435 -695
583 728 991
482 565 392
892 260 974
65 205 192
165 222 -972
96 237 5
879 776 -765
719 765 -950
297 583 231
669 757 480
627 611 689
829 70 -753
117 90 -958
626 738 55
820 584 131
880 509 -101
891 223 67
509 234 -596
206 84 270
145 726 -859
868 713 690
157 742 749
301 910 -285
32 280 421
133 609 756
623 470 234
164 656 446
436 624 -418
33 514 -508
476 22 -550
466 31 -38
24 15 757
145 438 584
82 714 -600
736 73 -379
860 607 -69
743 99 709
544 754 9
524 37 73
296 267 480
424 43 -411
56 194 -856
2 237 757
716 210 387
61 86 -515
908 198 -475
841 788 190
172 835 -795
1 95 -114
137 855 -905
114 689 419
336 426 179
396 756 -408
710 350 -269
687 380 -410
480 673 637
698 473 -99
592 911 260
146 328 -769
628 570 731
898 5 -425
582 428 471
359 95 -840
749 384 -942
496 221 -354
605 173 -791
90 155 387
365 634 -910
162 10 135
4 554 239
269 204 -165
211 39 -326
904 78 -850
519 459 -300
837 614 -152
286 65 349
696 353 134
791 325 -361
749 492 666
601 465 -998
826 34 -767
751 317 46
237 632 -431
343 510 -555
772 907 544
797 397 827
873 60 -26
824 718 -343
318 552 -292
885 525 -843
242 589 632
573 834 -817
772 812 433
604 126 337
166 859 -387
733 591 -401
544 366 614
734 336 411
515 780 -723
589 544 -767
461 355 819
793 308 -938
91 846 8
474 95 -796
785 667 -666
426 745 -573
227 43 333
522 529 80
212 67 -757
880 747 182
594 380 -230
7 354 894
432 565 891
310 257 356
307 45 343
547 109 -216
824 839 -384
456 787 -458
231 510 -439
701 719 152
733 301 -353
805 576 908
633 419 274
3 741 471
416 703 -333
249 520 121
548 197 -859
312 712 -197
671 743 162
702 312 303
157 804 798
184 67 393
459 579 -197
858 128 2
283 704 36
569 197 358
79 688 430
494 611 -704
899 168 553
481 364 -369
903 652 976
805 297 -950
228 6 -705
430 273 225
271 197 853
7 115 716
723 510 -317
330 644 133
56 141 167
269 161 746
852 559 799
703 638 158
276 137 495
884 770 415
305 525 990
811 817 -175
679 357 -141
875 302 -909
323 87 -809
128 209 -793
599 90 695
233 432 155
586 141 411
299 900 915
889 501 -744
641 208 -314
482 436 -756
335 592 120
356 796 783
358 165 69
879 60 835
248 746 -185
96 615 -533
43 456 12
903 219 310
529 684 -562
613 704 -615
692 325 -675
646 755 675
345 435 -755
821 765 -535
825 289 -554
815 766 900
713 158 -544
576 872 956
67 541 451
102 339 -358
717 685 -844
613 893 -207
252 424 -276
822 478 355
845 616 436
304 870 356
387 664 472
658 208 462
451 558 47
524 286 -759
449 781 -703
821 236 -911
831 566 -254
693 80 -799
685 850 336
470 211 -277
710 373 612
719 887 656
773 763 435
771 827 -977
823 167 596
369 799 -568
867 587 -637
522 627 99
541 179 270
531 727 214
43 814 478
693 389 951
784 595 334
369 567 656
834 703 -231
257 356 462
759 642 305
425 473 -217
256 896 -43
130 504 -341
293 70 694
765 743 -422
75 228 -88
381 672 -980
228 749 831
478 720 287
52 87 566
469 663 620
728 696 781
487 833 -507
515 117 -324
748 531 -605
805 838 -812
209 778 389
81 366 893
495 267 -518
275 883 -289
857 235 395
708 19 975
405 535 965
746 573 -137
382 180 -594
724 756 892
886 493 -33
51 717 27
769 671 708
599 403 -331
813 335 -962
723 345 940
373 472 319
854 467 -111
482 26 -589
418 381 -676
494 471 -952
50 437 -750
773 181 -185
670 268 237
630 577 455
3 595 -445
355 639 948
526 391 1000
388 252 -668
463 725 -178
6 335 28
648 873 86
408 631 -494
881 657 402
10 539 516
80 26 526
66 321 -661
103 823 -925
583 113 -147
132 631 319
254 87 -803
688 268 -762
335 488 -209
755 800 -166
526 223 173
166 766 -502
480 564 501
452 809 953
242 743 164
152 774 342
567 613 -851
391 578 -833
521 636 257
906 267 849
379 592 -806
744 147 -291
533 77 954
456 692 455
701 57 408
397 127 -892
941 949
607 260 39
352 359 -96
337 852 876
922 425 577
71 394 587
836 35 -131
321 42 290
526 874 765
5 122 539
373 220 772
565 116 -450
664 511 580
808 722 -823
140 719 237
42 20 876
314 168 717
881 257 284
229 915 959
458 770 651
514 779 -848
822 716 -24
496 918 -849
429 550 865
876 919 154
324 556 -837
101 129 463
636 196 406
209 139 -857
443 124 -351
456 294 551
505 773 -918
74 283 194
796 442 -951
374 56 41
366 825 821
127 513 775
511 569 743
460 280 -960
550 97 864
746 424 651
58 876 -622
92 63 951
141 845 763
120 822 -333
605 772 -258
462 13 165
789 756 502
338 647 889
190 784 585
479 166 -435
921 537 143
643 748 721
717 471 -209
933 476 -40
921 711 -151
337 243 -429
116 464 696
605 839 477
925 642 -21
33 504 140
413 128 -627
638 305 -8
42 471 -850
622 87 -292
539 247 -330
795 370 -340
108 521 217
324 453 -172
188 225 -793
568 233 379
732 755 678
155 466 789
317 824 -357
250 628 -479
305 638 9
876 166 -453
322 367 953
525 805 169
226 925 947
938 91 406
768 160 -746
376 656 -735
758 305 787
654 432 -741
736 182 -750
540 868 -479
298 699 945
266 541 -450
623 297 288
544 289 -566
332 117 177
555 443 223
629 558 537
715 717 140
615 601 568
859 811 -141
574 212 391
678 532 -614
270 362 -574
378 286 -607
422 406 211
380 493 -49
621 122 -688
689 896 272
782 492 663
655 185 -45
385 854 -836
429 139 -105
19 336 222
253 376 627
785 414 -744
48 899 816
636 485 39
344 366 912
88 636 550
222 111 -506
655 281 -437
820 465 60
506 683 -89
320 820 141
96 685 905
701 530 -242
486 203 274
725 758 -747
687 592 -148
183 146 -214
697 576 -913
641 160 257
192 101 742
731 309 28
231 262 -305
835 195 878
699 207 415
732 496 147
304 882 -928
405 443 -517
507 710 -679
495 30 404
582 336 693
34 607 -454
819 27 -72
247 385 957
236 162 381
598 519 696
458 397 -246
730 223 511
313 898 382
940 861 -262
262 870 -470
801 253 653
172 613 -651
235 100 -583
337 581 -753
224 688 -480
862 360 -425
649 905 -150
728 132 -958
161 570 301
475 599 -42
206 669 903
287 766 314
259 194 -404
31 202 570
613 179 476
563 926 -280
508 912 630
518 780 110
720 65 152
762 190 274
300 885 -5
66 375 -910
866 384 -899
108 529 379
598 20 840
38 831 -952
676 614 139
810 75 -997
855 557 -265
570 70 -352
138 190 -15
588 879 918
639 166 -709
587 662 -903
284 352 -777
525 853 671
582 199 399
532 811 -888
93 755 -490
288 46 -761
243 231 533
316 120 628
505 334 83
501 114 898
728 772 775
851 341 -730
193 205 -494
46 153 403
750 207 -351
362 599 1
510 335 979
902 252 984
446 940 -407
445 711 204
934 813 815
241 708 -352
763 73 939
311 635 -871
34 549 -720
540 254 -161
778 518 651
887 710 803
329 220 142
660 863 820
170 303 381
180 792 -517
899 10 -848
599 663 -447
27 326 948
246 24 -443
479 113 -472
56 858 -389
634 126 176
281 867 403
812 887 -887
817 886 918
857 761 -687
280 352 -576
606 200 148
645 235 640
530 446 877
219 925 -6
33 188 -735
403 194 552
707 848 -61
7 627 427
838 790 -85
826 323 998
303 478 -960
419 735 -455
39 705 982
649 66 -62
687 920 -619
128 107 -446
59 809 264
685 294 -842
41 203 811
679 517 -732
636 753 -700
235 669 812
166 186 -359
242 638 -213
810 590 -338
368 613 273
252 919 790
640 587 436
178 328 -8
153 934 813
743 863 -447
497 415 -332
595 18 249
18 659 -112
595 246 -321
100 58 679
133 150 -282
180 750 724
741 234 236
107 518 633
94 226 -422
109 423 173
369 452 982
355 496 -380
296 565 97
901 101 -698
143 246 -262
425 413 424
223 27 39
875 803 824
216 704 729
31 657 946
817 250 427
242 421 621
214 643 -945
583 878 775
276 600 568
436 497 -598
151 784 259
583 70 -514
285 401 244
889 467 -415
107 754 -369
617 99 595
443 481 -223
46 839 -612
310 689 789
29 940 -833
274 195 584
214 74 328
42 920 -231
939 437 305
744 114 815
757 170 -710
227 553 744
765 119 890
175 703 -410
877 758 -12
703 907 -315
728 912 964
520 631 -979
329 939 -439
501 439 843
252 245 116
433 346 -783
45 578 468
870 160 518
154 107 -184
890 504 -858
479 761 -958
175 772 992
793 683 -663
511 383 -779
699 551 999
691 795 440
853 70 79
549 96 -309
910 113 -282
817 24 -961
522 886 -547
104 758 914
846 437 227
782 476 318
599 224 630
531 79 997
480 287 -5
632 605 669
92 374 -519
206 7 193
880 502 -953
826 607 -178
117 454 -698
377 713 180
649 674 -901
267 634 -494
638 772 -334
1 273 -280
783 100 -864
841 842 -457
181 236 950
489 83 -446
853 589 989
675 387 556
597 770 -346
338 821 -35
635 547 375
788 167 -505
853 428 -58
767 858 543
830 400 315
690 419 -979
210 523 -132
533 891 -860
439 851 496
861 905 133
691 659 -396
392 914 957
401 604 265
687 807 412
143 782 -216
870 102 107
84 194 898
700 272 -777
299 740 -602
465 346 -586
426 699 532
638 776 -432
685 64 176
117 867 490
17 209 463
407 593 372
149 530 274
230 547 673
187 815 560
70 275 -380
231 432 471
400 348 537
95 793 655
32 458 -116
710 363 -268
789 633 70
369 809 -765
404 592 -262
442 497 -127
352 769 -684
757 14 -204
658 258 392
359 84 -973
472 891 -542
592 890 -142
162 832 -131
846 791 -736
224 213 862
873 40 -448
880 513 191
286 55 392
666 328 -242
439 57 130
394 79 -989
59 241 -66
73 880 -190
89 191 428
2 237 -386
163 252 -635
47 460 -94
306 342 -961
430 448 770
802 99 661
89 514 -382
50 64 868
36 264 107
287 407 390
219 195 887
286 226 880
526 798 -447
329 147 462
930 41 -595
111 451 456
19 318 858
203 437 -816
609 373 -817
156 236 -772
325 816 -678
185 893 974
32 664 -615
238 829 -815
778 297 536
594 745 66
258 548 262
749 529 19
201 735 -1
447 744 112
268 3 -650
205 901 934
427 47 931
86 726 -968
488 202 -163
883 113 916
218 832 439
137 280 874
930 23 143
46 593 -873
49 139 -420
449 537 -325
326 682 119
54 56 -206
126 899 -659
903 904 -353
187 45 737
220 734 555
121 387 527
604 846 -716
147 497 300
283 145 653
285 525 841
831 524 999
376 566 829
310 417 430
716 388 549
650 90 -853
460 719 293
7 56 161
873 520 -983
406 13 396
440 495 367
396 130 -402
264 436 -838
510 98 782
39 604 -737
927 388 998
701 905 353
935 877 -524
123 9 557
795 332 -380
902 173 -575
219 203 557
708 934 -741
100 24 -397
910 210 620
646 323 -102
894 375 627
62 446 33
9 779 -364
417 66 -320
9 254 -793
730 881 -5
599 846 294
486 557 -668
196 520 -110
638 557 190
426 134 801
660 366 -656
196 757 10
598 629 -634
450 622 240
221 462 -442
155 39 -464
117 150 -988
632 74 -508
843 37 -487
871 363 767
922 591 -835
44 230 501
555 689 -682
266 690 -21
98 845 705
650 448 -975
847 778 -363
402 335 -39
788 145 -317
321 799 -441
163 699 394
540 33 301
359 934 -523
820 203 -472
505 720 431
77 22 124
284 722 -408
360 54 575
625 228 -55
776 585 656
499 386 -314
510 36 -80
251 776 402
805 270 -687
42 430 128
218 43 -432
787 346 518
74 647 26
406 438 -294
714 645 500
750 147 402
162 146 834
651 471 -72
495 810 -492
582 580 -907
356 560 -697
175 63 -498
421 532 -38
520 906 -650
409 789 -621
596 353 132
309 705 238
12 368 702
682 249 -200
476 506 420
827 572 316
245 28 837
139 439 379
306 171 -432
8 194 618
673 346 -880
913 848 516
136 939 31
628 810 -911
300 44 101
922 544 723
13 679 996
75 856 742
589 247 538
619 226 547
689 352 -226
110 881 346
573 798 -433
708 310 364
736 835 803
809 838 788
881 654 -998
474 366 -926
122 354 258
544 773 394
845 609 -650
126 418 725
750 484 -409
316 915 406
871 925 -268
694 444 835
105 73 -835
808 725 -513
302 800 -45
34 407 314
758 182 -107
787 923 -347
918 460 -650
78 679 270
828 485 169
103 751 557
118 345 -940
110 902 -137
878 179 498
334 215 -188
772 113 282
765 418 -913
716 277 434
106 199 47
179 507 47
534 113 503
183 156 564
584 924 -999
748 184 970
724 298 621
502 373 -624
677 908 -858
364 240 -691
191 303 -447
393 288 884
588 545 670
295 877 85
903 787 563
713 333 200
345 377 211
153 841 135
333 132 421
353 107 -805
547 318 -459
646 387 -143
820 826 253
863 818 697
550 81 -860
231 497 -585
116 802 -401
15 350 2
924 845 308
804 589 -877
1 452 -105
684 47 885
346 302 -893
484 227 332
28 616 -110
715 140 -220
550 839 -424
3 194 -631
232 133 -186
174 757 633
77 555 751
600 392 -626
252 75 -148
24 316 -797
427 415 714
177 799 -795
882 940 107
459 821 396
384 779 -831
248 792 -19
404 353 949
483 422 -962
294 480 564
386 691 120
6 117 455
758 644 296
383 898 453
583 89 251
294 614 -117
855 306 810
307 808 453
171 418 -488
490 436 608
195 258 840
176 758 768
284 905 786
17 484 -503
183 62 988
326 38 -706
81 420 226
429 705 -410
849 438 -44
748 747 226
176 628 -471
843 314 -72
374 923 -163
781 223 406
133 54 -594
176 549 -522
544 692 774
160 542 289
117 483 -856
567 128 878
139 838 -153
60 401 -69
777 360 484
713 561 337
804 391 836
761 566 -817
938 799 -614
843 209 629
149 783 -441
743 712 922
158 782 990
854 227 -172
922 426 472
910 658 -667
84 695 19
22 562 527
577 740 456
613 921 848
833 729 -219
120 282 -188
798 637 -34
108 521 627
210 26 -352
211 843 545
19 658 246
410 362 -789
263 398 78
247 443 -791
599 26 837
161 845 484
13 863 -692
641 192 -159
297 348 -212
676 153 -750
329 165 -111
420 364 212
583 113 195
699 219 -914
915 334 -709
406 269 963
373 232 359
201 786 -607
472 530 663
427 611 964
161 518 -25
839 577 953
802 929 -23
100 191 9
332 546 -628
428 239 -614
419 638 -722
690 566 -143
926 595 909
12 689 -312
911 912 346
27 501 -217
353 621 -60
542 839 722
398 635 -571
316 915 469
646 209 -768
188 457 616
15 185 129
646 123 479
757 8 597
86 762 -787
481 276 894
38 260 946
273 259 -167
296 921 -211
347 131 757
391 432 301
790 210 -783
265 34 909
132 96 209
206 266 -34
273 284 -431
72 135 -797
480 298 -851
690 143 202
271 358 906
903 74 521
595 882 218
211 877 139
589 645 78
640 934 131
76 909 -614
939 643 447
891 2 663
444 363 612
748 73 -51
538 33 310
678 890 -946
548 626 -731
64 167 -448
828 328 351
556 1 22
217 223 -518
320 54 22
933 41 -102
825 330 502
852 396 -53
460 190 -450
31 769 -47
426 539 -304
697 178 716
267 736 754
367 212 81
543 751 278
861 486 46
377 33 -996
28 723 155
182 926 88
712 141 30
927 326 -693
749 290 620
771 23 -746
744 444 -536
207 398 -75
192 556 373
410 224 816
527 82 598
591 788 638
64 670 -240
564 231 497
209 296 -977
9 396 -459
134 129 856
654 900 -194
390 356 -454
297 464 -297
918 309 658
657 647 -328
557 572 136
430 561 -33
282 391 -60
427 30 963
313 431 -702
780 32 -37
527 604 292
264 699 -416
312 725 877
237 738 328
220 189 219
134 832 -663
476 147 -935
229 379 -945
369 379 965
297 419 313
497 115 -310
394 270 -712
805 334 -49
237 917 524
4 587 -766
918 237 -697
474 354 827
765 271 764
663 565 -662
746 351 562
651 533 -389
792 767 744
115 879 969
826 52 323
729 371 687
5 492 613
770 921 275
457 489 -758
603 111 -593
549 147 674
247 42 480
730 600 192
840 227 -428
35 528 783
652 78 -426
440 468 -449
381 816 159
894 327 -283
461 656 102
920 806 1000
776 118 -752
757 237 960
776 907 -393
526 274 0
260 689 648
209 784 25
931 212 677
263 534 -852
603 451 52
886 138 224
790 842 -222
165 163 816
100 828 -739
871 895 16
396 312 651
536 829 754
240 659 -231
455 280 -722
395 236 352
901 921 -378
49 245 -626
873 137 739
355 782 431
889 801 -930
519 566 625
577 810 687
702 594 657
805 424 -942
86 481 771
591 688 -130
547 435 -665
112 158 253
155 652 555
680 653 766
699 828 -289
219 68 -196
331 446 -68
288 540 -579
234 666 529
670 386 697
920 777 -827
1 595 261
140 291 -770
611 511 936
266 518 -155
528 502 -492
405 621 791
402 683 -233
296 759 442
532 501 705
57 902 -532
294 4 677
835 889 690
460 88 -239
229 756 757
869 51 909
721 604 -230
835 308 686
557 346 235
398 60 507
282 270 -326
121 400 121
827 273 -402
823 248 83
616 532 -323
717 434 -113
495 335 312
737 681 -503
630 217 397
533 863 1
590 23 -359
586 673 -821
37 210 214
693 743 433
723 552 561
867 334 -545
878 218 152
683 766 -736
132 459 238
931 848 -583
590 75 125
217 418 195
873 718 -499
235 105 240
584 368 557
290 644 237
921 941
633 393 -119
816 158 747
77 454 93
204 678 746
308 217 285
919 897 327
646 884 79
353 280 -231
583 370 -33
338 88 58
502 309 -216
401 181 137
636 671 508
92 56 -54
201 635 -332
90 724 -152
589 818 370
280 156 535
741 150 -765
306 115 -206
400 20 -305
23 215 2
829 412 96
790 196 912
722 405 -752
192 483 -3
352 147 -778
421 293 -910
607 473 273
9 847 -243
484 503 335
201 136 574
335 137 -167
87 29 -744
760 141 -953
654 423 541
476 391 -46
754 914 716
417 257 -9
558 96 965
742 518 311
171 345 254
76 56 348
378 478 -927
582 539 109
195 693 359
71 888 -970
122 754 627
200 179 -370
467 443 -411
865 741 556
318 235 336
666 849 2
8 450 -614
563 593 621
305 794 227
237 222 186
818 172 -1000
12 861 -723
385 444 435
779 622 -68
567 37 230
47 539 -613
544 233 948
170 471 921
405 579 623
197 199 494
687 269 662
335 437 -185
466 920 282
734 359 -167
838 192 -350
418 889 415
692 573 248
772 648 -738
45 865 78
55 635 -531
854 148 -238
218 478 355
598 618 -715
506 333 638
469 23 -930
12 660 829
562 598 -298
667 313 -176
600 539 296
214 679 423
49 899 466
383 25 -585
333 657 -581
832 845 847
71 842 -965
553 741 432
126 46 -286
726 420 -259
139 661 972
901 725 788
574 669 984
558 613 -419
51 800 682
127 214 -252
10 888 -391
178 823 -15
701 48 -151
130 826 326
207 533 -20
32 617 -390
823 801 -733
919 884 -141
288 291 476
773 100 -577
20 669 60
688 52 -683
218 209 -790
69 62 510
759 900 -946
802 766 -558
48 147 -738
161 870 -602
44 863 388
33 531 575
639 491 707
718 484 -115
416 764 -248
200 360 1
57 893 806
212 401 893
812 419 -194
181 182 -761
627 724 568
516 447 387
119 304 -131
478 890 -216
817 382 272
739 543 -726
285 97 -679
530 744 -316
260 789 978
6 639 928
560 245 -649
141 500 -200
531 690 -965
431 900 977
600 164 226
546 172 -327
717 785 386
269 272 151
126 437 -211
138 836 371
457 284 144
262 820 -279
150 31 622
338 88 -524
401 8 -147
696 373 761
824 840 547
803 605 -830
595 53 636
110 489 676
207 810 459
872 508 -293
870 792 -327
768 631 -431
666 504 670
393 715 394
702 710 -495
19 103 -218
206 525 509
335 791 -300
591 346 457
468 60 -7
290 509 -82
746 444 -112
743 879 464
243 471 -275
146 467 -973
610 48 -16
374 640 -41
419 542 653
699 740 214
641 521 -225
322 65 -377
866 269 21
167 29 -20
394 918 -770
849 228 -166
715 678 -79
523 420 762
55 418 -749
879 802 77
383 799 -656
612 882 -910
236 275 848
572 129 376
117 647 -942
731 740 104
623 603 -12
19 169 -727
583 803 -552
195 701 -790
718 453 222
302 884 -838
838 431 -718
459 856 -916
256 789 -379
276 105 412
740 48 804
424 304 339
172 746 -856
770 136 -385
902 599 324
329 569 -682
532 549 -394
893 497 468
467 194 210
737 690 -853
721 485 911
286 698 846
270 327 -278
860 58 153
874 873 401
915 184 -536
634 879 623
572 32 733
789 805 703
671 764 338
291 366 47
42 308 222
363 581 -151
619 372 -41
510 792 443
578 288 -83
313 416 -989
599 703 -614
304 295 -562
769 314 -716
801 472 158
133 238 418
677 57 -900
12 447 186
435 675 -91
903 914 341
752 550 375
213 774 983
13 827 -727
793 366 -963
809 609 -884
629 652 513
52 120 645
580 582 457
763 597 937
423 646 275
791 313 531
630 455 -229
876 125 -594
896 78 -871
171 650 -988
605 713 611
155 644 248
233 6 196
361 747 592
851 751 -40
36 694 -400
660 301 -173
509 631 897
638 606 934
255 871 257
588 372 882
